1,-8732.0,-2914.0,-1.694196e6
2,-9005.0,-3480.0,-1.169906e6
3,-8686.0,-2914.0,-1.695108e6
4,-9837.0,-3425.0,-1.161184e6
5,-9061.0,-3485.0,-1.111352e6
6,-10034.0,-3425.0,-1.117552e6
7,-9201.0,-3485.0,-1.071976e6
8,-10185.0,-3400.0,-1.123424e6
9,-9473.0,-3266.0,-1.27159e6
10,-8807.0,-3280.0,-1.499836e6
11,-9135.0,-3542.0,-1.068286e6
12,-8941.0,-3485.0,-1.148088e6
13,-9324.0,-3300.0,-1.246494e6
14,-9353.0,-3266.0,-1.27782e6
15,-8770.0,-3559.0,-1.211418e6
16,-8928.0,-2867.0,-1.66116e6
17,-8739.0,-3616.0,-1.17895e6
18,-8648.0,-3042.0,-1.516244e6
19,-10562.0,-3373.0,-1.12678e6
20,-9524.0,-3266.0,-1.203696e6
21,-8512.0,-3067.0,-1.521816e6
22,-9176.0,-3460.0,-1.157296e6
23,-9231.0,-2818.0,-1.676864e6
24,-8152.0,-3186.0,-1.587496e6
25,-8786.0,-3624.0,-1.15599e6
26,-9105.0,-2818.0,-1.704824e6
27,-8912.0,-3031.0,-1.5517e6
28,-8538.0,-3042.0,-1.546712e6
29,-9002.0,-3485.0,-1.120092e6
30,-8885.0,-3480.0,-1.190176e6
31,-8843.0,-3031.0,-1.55676e6
32,-8941.0,-2854.0,-1.662148e6
33,-8400.0,-3067.0,-1.552452e6
34,-8997.0,-2818.0,-1.71424e6
35,-8903.0,-2854.0,-1.664808e6
36,-9202.0,-3480.0,-1.114076e6
37,-9174.0,-3460.0,-1.17362e6
38,-8120.0,-3548.0,-1.524792e6
39,-8741.0,-2867.0,-1.698472e6
40,-8876.0,-3033.0,-1.541976e6
41,-8849.0,-2867.0,-1.688648e6
42,-10415.0,-3398.0,-1.119596e6
43,-8830.0,-3059.0,-1.511288e6
44,-8430.0,-3042.0,-1.556964e6
45,-8885.0,-2854.0,-1.666174e6
46,-9138.0,-3006.0,-1.521648e6
47,-9344.0,-3365.0,-1.194998e6
48,-8739.0,-2854.0,-1.700754e6
49,-8876.0,-2867.0,-1.675062e6
50,-8595.0,-3042.0,-1.531424e6
51,-8693.0,-3280.0,-1.5154e6
52,-8643.0,-3031.0,-1.592708e6
53,-8331.0,-3439.0,-1.495342e6
54,-8162.0,-3439.0,-1.511332e6
55,-10221.0,-3400.0,-1.120628e6
56,-9996.0,-3425.0,-1.120636e6
57,-8873.0,-3042.0,-1.51444e6
58,-8109.0,-3439.0,-1.538222e6
59,-10074.0,-3425.0,-1.114388e6
60,-8473.0,-3084.0,-1.519512e6
61,-8262.0,-3186.0,-1.571692e6
62,-8457.0,-3067.0,-1.53708e6
63,-8883.0,-3480.0,-1.204444e6
64,-8823.0,-3251.0,-1.497006e6
65,-10502.0,-3239.0,-1.211372e6
66,-8910.0,-3289.0,-1.494764e6
67,-8960.0,-3006.0,-1.558696e6
68,-8954.0,-2845.0,-1.71212e6
69,-10349.0,-3239.0,-1.33e6
70,-8803.0,-2914.0,-1.677606e6
71,-8778.0,-2927.0,-1.678462e6
72,-9501.0,-3199.0,-1.510442e6
73,-9179.0,-2818.0,-1.69079e6
74,-10178.0,-3301.0,-1.167992e6
75,-8791.0,-3289.0,-1.497846e6
76,-8987.0,-3624.0,-1.077734e6
77,-8609.0,-2914.0,-1.700906e6
78,-10215.0,-3400.0,-1.121944e6
79,-9172.0,-3224.0,-1.506754e6
80,-8951.0,-3031.0,-1.540748e6
81,-8869.0,-3006.0,-1.562656e6
82,-9011.0,-3226.0,-1.50525e6
83,-8552.0,-3084.0,-1.519016e6
84,-8249.0,-3439.0,-1.497806e6
85,-8809.0,-3624.0,-1.145916e6
86,-8279.0,-3067.0,-1.554666e6
87,-9301.0,-3224.0,-1.503678e6
88,-8405.0,-3414.0,-1.548382e6
89,-8161.0,-3106.0,-1.59886e6
90,-8737.0,-3398.0,-1.512918e6
91,-9294.0,-3365.0,-1.204928e6
92,-8268.0,-3042.0,-1.558602e6
93,-9304.0,-2845.0,-1.674712e6
94,-8926.0,-2854.0,-1.663682e6
95,-8867.0,-3567.0,-1.155984e6
96,-10216.0,-3248.0,-1.264542e6
97,-8747.0,-3559.0,-1.220428e6
98,-8768.0,-3289.0,-1.498022e6
99,-8681.0,-3624.0,-1.180644e6
100,-8968.0,-3006.0,-1.523242e6
101,-8027.0,-3439.0,-1.540734e6
102,-9509.0,-3275.0,-1.172114e6
103,-8739.0,-3567.0,-1.19928e6
104,-9161.0,-3266.0,-1.284206e6
105,-8111.0,-3439.0,-1.52743e6
106,-10416.0,-3239.0,-1.243692e6
107,-9077.0,-3328.0,-1.302418e6
108,-9231.0,-3328.0,-1.229606e6
109,-9855.0,-3446.0,-1.12666e6
110,-8255.0,-3067.0,-1.588792e6
111,-8983.0,-3485.0,-1.130898e6
112,-8029.0,-3468.0,-1.530046e6
113,-8796.0,-3485.0,-1.16319e6
114,-9205.0,-3340.0,-1.276882e6
115,-7993.0,-3521.0,-1.547266e6
116,-8038.0,-3222.0,-1.63188e6
117,-8676.0,-3559.0,-1.227492e6
118,-7958.0,-3222.0,-1.632686e6
119,-10289.0,-3248.0,-1.178334e6
120,-8514.0,-3031.0,-1.59387e6
121,-9119.0,-3485.0,-1.072282e6
122,-8203.0,-3123.0,-1.595324e6
123,-8937.0,-3624.0,-1.08577e6
124,-8042.0,-3222.0,-1.623862e6
125,-10340.0,-3398.0,-1.167834e6
126,-9887.0,-3412.0,-1.132522e6
127,-10392.0,-3373.0,-1.12711e6
128,-8699.0,-3006.0,-1.564298e6
129,-8971.0,-3567.0,-1.088854e6
130,-8070.0,-3186.0,-1.589102e6
131,-8068.0,-3186.0,-1.59971e6
132,-9379.0,-3300.0,-1.172314e6
133,-8065.0,-3222.0,-1.611066e6
134,-8255.0,-3161.0,-1.587706e6
135,-9304.0,-3460.0,-1.151028e6
136,-7966.0,-3492.0,-1.566826e6
137,-8944.0,-2867.0,-1.660056e6
138,-7936.0,-3548.0,-1.54175e6
139,-9318.0,-3275.0,-1.255842e6
140,-8787.0,-3567.0,-1.15719e6
141,-9317.0,-3460.0,-1.082498e6
142,-8874.0,-3542.0,-1.12851e6
143,-8923.0,-3567.0,-1.098254e6
